name,sogae,jungbo,eyong_time,entrence_fee,jangso_property,objectivity,objectivity_etc,soyo_time,difficulty,convenience,etc,real_sogae,plc_address,plc_call,plc_tags,x,y,emd,tags,tag_count,b_parking,b_elevator,b_toilet,b_toilet_space,b_seat,b_anneso,b_dolbom
용두암,용이 승천하려다 뜻을 이루지 못했다는 전설을 담고 있는 곳 · 제주도기념물 제57호 · 올레17코스,,"평일 : 00:00 ~ 00:00 , 주말 : 00:00 ~ 00:00","무료,주차요금 별도",실외,"기타,포토스팟",전망 관람,1시간 미만,상,"공용주차장,화장실,음료대",,"용담2동, 공항 북동쪽 해안에 있는 영두암은 제주관광의 상징과도 같은 곳이다. 공항과 가장 가까운 관광지로 해외여행자나 단체여행객들이 자주 찾는 관광지다.  용이 포요하며 바다에서 솟구쳐 오르는 형상을 따 용두암이라 이름지어졌다. 전설에 의하면 인근 계곡 용연에서 살던 용이 승천하려다가 돌로 굳어졌다고 한다. 겉으로 드러난 부분의 높이가 10m, 바다 속에 잠긴 몸의 길이가 30m 쯤 된다고 하니, 괴암을 응시하고 있자면, 정말로 용이 꿈틀거리는 것 같은 상상을 할법도 하다.이 용두암을 제대로 감상하려면 서쪽으로 100m 쯤 떨어진 곳이 적당하며, 바다가 잔잔한 날보다 파도가 심하게 몰아치는 날이 적격이다. 마치 천지개벽이 이루어지는 것 같기도 하고 신의 노여움 속에 용이 '으르르' 울부짖으며 바다 속에서 솟구쳐 오르는 듯 하기도 하다.용두암에서 도두항까지 이어지는 용담-도두해안도로에는 다양한 카페와 맛집이 있어 눈과 입이 즐거운 드라이브도 즐길 수 있다.용두암의 전설에 관해서는 아래와 같은 이야기가 전해내려온다. 제주 용담동 바다 깊은 곳에 용이 되고 싶은 이무기가 살고 있었다. 긴 세월 용이 되고 싶은 꿈만을 키우며 어둠을 이겨내고 있었던 것이다. 어둠에서 이겨내야 하는 세월이 천년이라던가? 이무기는 그저 꿈틀거리는 자신의 모습을 비관하며 번쩍번쩍 빛나는 비늘과 날카로운 발, 그리고 멋진 수염과 커다란 눈을 가진 용을 부러워했다. 이무기는 용이 되어 하늘로 오르고 싶었던 것이다. 바람이 얼마나 간절하던지 천년이란 세월도, 빛을 볼 수 없는 어둠도 모두 이겨내었던 것이다. 그런데 그 승천하던 날. 드디어 번쩍이는 푸른빛 비늘과 길다란 수염, 그리고 날카로운 발을 치켜들고 하늘로 기세등등 승천하는데 그만 한라산신이 쏜 화살에 맞아 다시 바다로 떨어지고 만 것이다. 바다에 떨어지던 용은 긴 세월 참고 참은 바람이 물거품이 됨에 억울하여 차마 죽지 못하고 머리를 바다위로 지켜들어 포효를 하다 바위가 되고 말았다. 그래서 아직도 억울한 울음을 우는지 입은 크게 벌리고 눈은 하늘을 쳐다보고 있다. 바다도 용의 안타까움을 아는지 유독 이곳의 바다는 잔잔하게 숨죽이고 있다. ",제주특별자치도 제주시 용두암길 15,(+82) 064-728-3601,#일출 #해변 #경관/포토 #맑음,126.511798,33.51480359,용두암길,"['일출', '해변', '경관/포토', '맑음']",4,yes,no,yes,yes,no,no,no
제주절물자연휴양림,삼나무 숲에서 즐기는 산림욕,"연중무휴, 입장시간 하절기 : 3월-10월 07시~18시까지 입장가능 / 동절기 : 11월-2월 07시~17시까지 입장가능","평일 : 07:00 ~ 17:00 , 주말 : 07:00 ~ 17:00","유료,장애인 입장료 및 주차무료",실외,"기타,등산","산책로, 휴양림",1~2시간,상,"공용주차장,현금결제,카드결제,화장실,무료 WIFI,유도 및 안내시설,경보 및 피난시설",,"현재 절물자연휴양림은 정부의 사회적 거리두기 방역조치 조정에 따라 이용인원을 제한하여, 하루 최대 1,000명까지로 입장을 제한하고 있습니다. 방문전에는 전화 등을 통해 이용방법을 미리 확인해주시고, 마스크 착용, 입장전 발열체크, 참석명부 작성 등 방역수침 지침도 준수해주시기 바랍니다.절물자연휴양림은 쭉쭉 뻗어올라간 삼나무가 한눈에도 시원하고, 청정한 공기과 숲이 주는 힐링감이 좋아 많은 관광객이 즐겨찾는 제주시 명소다. 안개가 끼면 몽환적인 분위기를 연출해서 비가 오는 날씨에도 절물자연휴양림을 찾는 관광객이 많다. 절물자연휴양림의 산책로는 경사가 낮고 완만해서 어린이, 노약자, 장애인도 이용하기 편리하다.봉개동 중산간에 위치하여 시내에서 차로 20여분 소요된다. 천연림 100㏊, 인공림 200㏊로 약 300ha에 이르는 삼나무 숲에는 삼나무 이외에도 소나무와 산뽕나무, 까마귀와 노루 등의 동물도 서식하고 있다.절물이라는 이름은 근처에 약효가 좋은 물이 난다하여 유래되었다. 이전에 가뭄때도 마르지 않아 주민들이 식수로 이용했다 할 정도로 수량이 풍부하며, 신경통 및 위장병에 특효가 있다고 전해진다. 현재도 제주도에서 정기적으로 수질조사를 진행하고 있다.근처에는 절물오름이 유명한데 큰대나오름과 족은대나오름, 두 개의 오름을 끼고 있으며 오름 옆구리에 둥근 화구가 남아 있는 특이한 유형을 가지고 있다. 절물오름은 해발 697m이며, 정상까지는 1시간 정도면 충분히 왕복이 가능하다. 휴양림에는 전망대, 등산로, 야영장 등의 편의시설과 체력단련시설, 어린이놀이터, 야외교실, 자연관찰원 등의 교육시설이 갖추어져 있으며 주변에 가볼만한 곳으로는 노루생태관찰원, 교래자연휴양림, 돌문화공원, 에코랜드테마파크 등이 있다. ",제주특별자치도 제주시 명림로 584,(+82) 064-728-1510,#휴양림 #걷기/등산 #휴식/힐링 #친구 #커플 #흐림 #여름,126.6252034,33.44004881,명림로,"['휴양림', '걷기/등산', '휴식/힐링', '흐림', '여름', '함께']",6,yes,no,yes,yes,no,yes,yes
산방산,설문대할망이 한라산 꼭대기를 뽑아 던져놓았다는 산방산 · 명승 제77호 · 천연기념물 제376호 · 올레10코스,연중무휴/이용시간은 일출·일몰시간에 따라 변경될 수 있음,"평일 : 09:00 ~ 18:00 , 주말 : 09:00 ~ 18:00",,,,,,,공용주차장,,"현재 산방산은 정부의 사회적 거리두기 방역조치 조정에 따라 이용인원을 제한하여, 하루 최대 3,241명까지로 입장을 제한하고 있습니다. 방문전에는 전화 등을 통해 이용방법을 미리 확인해주시고, 마스크 착용, 입장전 발열체크, 참석명부 작성 등 방역수침 지침도 준수해주시기 바랍니다.제주 서남부 지역을 달리다 보면, 안덕면 사계리 랜드마크인 산방산을 볼 수 있는데, 거대한 조각 작품을 보는 듯한 웅장함을 자랑한다. 산방산은 서남부 왠만한 곳에서는 보일만큼 큰데, 비교적 평탄한 지역에 홀로 우뚝 솟아있어 더욱 눈에 띈다.‘산방’은 굴이 있는 산을 의미하는데 샨방산 아래에 작은 굴에서는 부처를 모시고 있어 이곳을 ‘산방굴사’라고 한다. 이곳에는 날과 관계없이 낙숫물이 떨어지는데 이를 산방산의 여신인 “산방덕”의 눈물이라고도 한다. 넓은 바다와 아름답고 웅장한 산방산 속 푸른 자연과 어우러진 이곳의 절에서 마음의 안정과 여유를 찾을 수 있다.산방산 바로 앞에는 용머리 해안이 있는데 전망용 망원경이 있어 용머리 해안의 전망을 쉽게 눈에 담을 수 있다. 날이 좋다면, 용머리 바위, 형제섬 등 주변 경치를 더 생생하게 즐길 수 있는 유람선을 타는 것도 권할만 하다. 가끔 구름이 산방산 꼭대기를 둘러싼 모습을 볼 수 있는데 그림 속 풍경을 보는 듯한 신비한 느낌을 준다.봄에는 유채꽃이 빽빽하게 만발하기 때문에 노란빛과 어우러진 산방산의 경치를 보러 많은 사람들이 찾는다. 이런 자연이 주는 볼거리들과 함께 하멜전시관도 함께 들러봄직 하다. ‘하멜 표류기’로 알려져 있는, 하멜은 네덜란드 동인도 회사의 선원으로 난파를 겪어 제주도에 봉착했으며, 1652년부터 1666년까지 조선에 살았다. 하멜이 제주도에서 겪은 이야기들을 담은 하멜 상선 전시관이 산방산 바로 아래 자락에 위치하고 있다.산방산에는 아래와 같은 재밌고도 슬픈 전설이 전해내려온다.옛날에 어떤 사냥꾼이 한라산에서 사냥을 하고 있었다. 그날따라 그 사냥꾼은 한 마리의 사냥물도 잡지 못했다. 심술이 난 사냥꾼은 허공을 향해 몇 번의 화살을 쏘아댔는데 그만 화살 하나가 옥황상제의 엉덩이를 건드려 그의 심사를 건드리고 만다. 한적하게 휴식을 즐기고 있던 옥황상제는 느닷없는 화살에 화가 머리끝까지 치밀어 올라 두리번거리다 옆에 있는 한라산 꼭대기를 뽑아 던져버렸는데 그것이 바로 산방산이다.하늘나라 선녀로 잠시 인간 세상에 내려온 산방덕이는 화순 마을에 사는 고성목이라는 나무꾼이 성실하고 착하여 마음에 그를 품게 되었다. 고성목을 너무너무 사랑한 산방덕이는 그를 지아비로 삼아 부자가 되도록 도우며 행복하게 살았다.그런데 이 일을 어쩌면 좋으랴. 그 마을 사또가 산방덕이의 미모를 탐하기 시작했다. 몇 번 산방덕이에게 접근을 하던 사또는 오직 남편만을 바라보는 산방덕이가 미워졌다. 어떡하면 산방덕이와 고성목을 떼놓을 수 있을까 고민하던 사또는 고성목에게 죄를 뒤집어 씌워 멀리 보내버린다. 갑자기 사랑하는 남편과 헤어질 수밖에 없었던 산방덕이는 사또의 야비함에 치를 떨며 오열하다 남편이 너무너무 그리워 산방굴사로 들어와 며칠을 목놓아 남편을 부르다 힘이 떨어져 죽고 만다.그 후로 산방굴사의 천정에서는 똑똑똑 세 방울씩 물이 떨어지기 시작했고 사람들은 이 물이 산방덕이의 눈물이라고 믿었다. 이 물이 영험하다 하여 옛날부터 자식 없는 사람이 제를 드리곤 했었는데 아들이면 물이 넘치고, 딸이면 물이 부족하였다 한다. ",제주특별자치도 서귀포시 안덕면 사계리 산 16,(+82) 064-794-2940,#지질트레일 #산 #걷기/등산 #맑음 #가을,126.31395079999999,33.24239239,안덕면,"['산', '걷기/등산', '맑음', '가을']",5,no,no,no,no,no,no,no
다랑쉬오름(월랑봉),4계절 색채가 뚜렷한 오름의 여왕,.,,,,,,,,,,"오름은 주소가 산지로 되어있어, 내비게이션 검색시 정확한 위치를 알 수 없거나, 주차장이 따로 없는 곳이 많습니다.또한 일부 오름은 사유지로, 출입이 제한되거나 통제되어있는 곳도 있습니다.이에, 오름 방문시에는 사전에 제주관광정보센터(064-740-6000) 등을 통해 정확한 정보를 확인하시고 방문하시기 바랍니다.다랑쉬오름은, 산봉우리의 분화구가 마치 달처럼 둥글게 보인다 하여 다랑쉬(도랑쉬, 달랑쉬)라 불렸다는 설과, 높다는 뜻의 '달'에 봉우리의 뜻을 가진 '수리(쉬)'가 합쳐져 불려진 이름이라는 주장이 있다. 유래의 진위 여부를 떠나, 다랑쉬의 모습은 두가지 설을 다 만족시킬만한 매력적인 외풍을 가지고 있다. 꼭대기의 분화구는 쟁반처럼 둥글게 패여 달을 떠올릴만 하며, 송당 일대 어디서나 보이는 솟은 봉우리와 균형미는 오름의 여왕이라고 불릴만한 위엄과 아름다움을 가지고 있다. 실제 둥근 굼부리에서 보름달이 솟아오르는 모습은 송당리가 아니면 볼 수 없는 광경이라 하여, 마을의 자랑거리로도 여겨진다.지도상 원형을 띄는 다랑쉬오름의 밑지름은 1,013m, 전체 둘레가 3,391m로 비교적 큰 몸집을 가지고 있다. 사면은 돌아가며 어느 쪽으로나 비탈진 급경사를 이루고 있다. 산정부에는 크고 깊은 깔대기모양의 원형 분화구가 움푹 패어있는데, 이 화구의 바깥둘레는 약1,500m에 가깝고 화구의 깊이는 한라산 백록담의 깊이와 똑같은 115m라 한다. 제주 설화에 의하면, 설문대 할망이 치마로 흙을 나르면서 한 줌씩 놓은것이 제주의 오름인데, 다랑쉬 오름은 흙을 높자 너무 두두러져서 손으로 탁 쳐서 패이게 한 것이 지금의 분화구라고 한다.아름다운 다랑쉬오름에서도 제주의 아픈 역사를 찾아볼 수 있는데, 다랑쉬 오름 아래 있던 다랑쉬마을(월랑동)이 4·3사건 때 토벌대에 의해 마을 전체가 초토화 된 사건이 그것이다. 다랑쉬오름에서 조금 떨어진 평지에는 다랑쉬굴이라는 곳이 있는데, 그리 피난갔던 마을 사람들도 모두 토벌대가 굴 입구에서 피운 불에 질식사 하였다. 1992년 44년만에 이들의 주검이 발견되었는데, 당시 굴 속 바닥에는 어린이부터 성인까지 민간인 시신 11구와 그릇, 항아리 등 생활용품이 널려 있었다. 이들은 모두 당국에 의해 화장되어 바다에 뿌려졌으며, 현재 다랑쉬 굴의 입구는 폐쇄되어 있다. ",제주특별자치도 제주시 구좌읍 구좌로 109-8,(+82),#일출 #밤 #오름 #걷기/등산 #친구 #가을,126.862444,33.52164871,구좌읍,"['일출', '밤', '오름', '걷기/등산', '친구', '가을']",6,no,no,no,no,no,no,no
한림공원,10만 평 대지 위에 펼쳐지는 환상적인 10가지 테마파크.,"3월~8월 8:30~5:30, 9월~10월 8:30~5:00, 11월~2월 9:00~4:30","평일 : 08:30 ~ 17:30 , 주말 : 08:30 ~ 17:30","유료,개인: 일반 12,000원 경로 10,000원 청소년 8,000원 어린이 7,000원 / 단체: 일반 10,000원 경로 9,000원 청소년 6,000원 어린이 5,500원",실외,"포토스팟,기타",,1~2시간,하,"공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,편의점,음료대,유도 및 안내시설",우수관광사업체,"1971년에 문을 연 한림공원은 창업자 송봉규가 한림 일대의 광활한 벌판을 일구어 조성한 곳이다. 환상적인 9개 테마 파크가 있는 관광명소로,  장쩌민 전 중국 총리와 일본의 전 총리였던 나카소네 등 세계유명인사가 방문한 바 있다. 매년 1백만명 이상의 국내외 방문객들이 찾는 세계 유명 명소다.야자수 길은 나무들이 높이 솟아 있어 신비로운 느낌을 주고, 적당한 습도가 유지되어 산책하기에 좋다. 용암동굴인 협재굴과 쌍용굴이 있다. 천장과 벽면에 석회수가 스며들어 용암동굴과 석회동굴의 특징을 한눈에 확인할 수 있다. 재암민속마을로 가면 옛날 제주의 모습을 가진 초가집을 볼 수 있고, 분재원에는 다양한 분재들과 희귀한 자연석을 구경할 수 있다. 사파리조류원에는 흔히 볼 수 없는 동물들이 있어 아이들과 함께 하기에 좋다. 2~3시간이면 공원을 모두 둘러볼 수 있다. 중간에 쉴 곳이 필요하다면 숲 가운데 마련된 정자에서 앉아서 쉴 수 있다. 정자 안에는 테이블과 의자가 있고, 주변 식물을 둘러볼 수 있다.",제주특별자치도 제주시 한림읍 한림로 300,(+82) 064-796-0001,#휴식/힐링 #테마공원 #아이 #맑음 #봄 #우수관광사업체,126.2396912,33.39022486,한림읍,"['휴식/힐링', '테마공원', '아이', '맑음', '봄', '우수관광사업체']",6,yes,no,yes,yes,no,yes,no
"더럭초등학교(구, 더럭분교)","알록달록 조용한 애월의 작은 초등학교(구, 분교)",평일 18시 이후/토요일 13시 이후/공휴일 9시 이후,"평일 : 18:00 ~ , 주말 : 09:00 ~",,,,,,,화장실,,"세계적인 색채디자이너, 장필립 랑클로(Jean Phiilippe Lenclos)가 디자인했다.다양한 색채가 아름다워 많은 이들이 포토스팟으로 찾고 있지만 관광지가 아닌 학교를지역사회와 함께한다는 취지로 개방한 만큼 관람매너가 필수적이다.교육활동이 이루어지는 시간을 피해 방문하며,교실안으로 불쑥 들어가거나 기웃거리는 행동은 삼가해야 한다.야외화장실이나 주차공간은 따로 없으며 동물이나 음식물 반입이 불가하다.<학교탐방로 이용안내 숙지사항>1.개방시간이 아닌 18:00 까지는 탐방로를 이용2.학생들의 교육활동에 방해되지 않게하기3.학생들과 사진찍거나 찍어달라고 하지않기4.지나친 애정표현이나 언행 삼가하기5.가져온 쓰레기는 되가져가기  ",제주특별자치도 제주시 애월읍 하가로 195,(+82) 064-799-0515,#경관/포토 #커플 #아이 #맑음 #봄,126.3451713,33.45359494,애월읍,"['경관/포토', '커플', '아이', '맑음', '봄']",5,no,no,no,no,no,no,no
외돌개,"바다위에 홀로 우뚝, 우직한 외돌개 · 명승 제79호 · 올레7코스",연중무휴,,,,,,,,"공용주차장,화장실",,"제주 올레길 7코스의 시작점인 외돌개는 바다에서 20m높이로 솟아난 형상의 돌기둥이다. 바다 위에 홀로 우뚝 서있어 ‘외돌개’라는 이름이 붙여졌다.'장군석’, ‘할망 바위’라는 이름으로도 불리는데, 최영장군이 원나라와 싸울때, 이 바위를 장군처럼 꾸며놓아 적군을 자멸하게 했다는 설화가 있다. '할망바위'라는 이름의 유래에 대해서는 아래의 전설을 읽어보자. 눈에 보이는 암석뿐만 아니라 바다사람을 기다리던 제주 사람들의 생활상도 엿볼 수 있다.이 돌기둥은 화산이 폭발할때 생성되었을것으로 추정된다. 주변의 암석이 파도에 의해 침식되고 이렇게 강한 암석만 남아 있는 굴뚝 형태의 돌기둥을 과학용어로는 시스텍 (sea stack)이라 한다. 외돌개의 꼭대기에는 소나무들이 자생하고 있어 한 폭의 그림 같은 인상을 준다. 보는 방향에 따라 다른 모습을 보여, 자연의 아름다움을 느낄 수 있다.주변에 산책로가 잘 조성되어있어 멋진 경관을 눈에 담으며 걸을 수 있다. 제주에서만 볼수있는 풍경의 여운을 진하게 남기는 곳이다.넓은 바다 위에 홀로 서 있지만, 우직하면서도 조화로운 느낌을 주는 외돌개는 제주를 여행하며 한번쯤을 꼭 들러볼만 한곳으로 추천된다. 외돌개에는 다음과 같은 전설도 전해내려온다.옛날 서귀포에는 바닷일로 하루하루를 살아가는 사이좋은 한 노부부가 살았다. 거친 바다를 마다않고 노부부는 나가서 일을 했다. 하루는 바다도 잔잔한 것이 배를 띄우기에 적당한 날이었다.“하르방, 바당에 강 하영 잡앙 옵써예.” “경허주. 오늘은 날도 좋으난 고기 하영 잡히커라.”이렇게 할아버지는 채비를 마치고 바다로 나갔다. 바다에 나가니 아닌 게 아니라 고기가 떼로 다니는 게 아닌가? 할아버지는 흥겹게 고기를 끌어 올렸다. 돌아가서 할머니에게 많은 고기를 자랑할 생각에 신이 나서 일을 하다 오랜만에 만난 만선이 너무 기뻐 돌아오는 시간을 살짝 넘기고 말았다. 할아버지는 서둘러 배를 돌려 섬으로 돌아오려는데 그만 풍랑을 만나고 말았다. 만선으로 돌아올 할아버지가 늦어지자 발을 동동 구르며 바다쪽을 바라보고 있는 할머니의 기다림도 뒤로 한 채 할아버지도, 배도, 그 많은 고기도 바다 깊이 끝도 없이 빠져 들고 말았다.다시 날이 밝아도, 또 많은 날이 밝았다 다시 어두워져도 영영 돌아오지 않는 할아버지를 할머니는 애타게 부르다 돌이 되고 말았다. 그 할머니가 돌로 굳어 외돌개가 되었다는 옛 이야기가 전해오고 있다. 그래서 외돌개를 살짝 옆으로 보면 먼 바다를 보며 애타게 할아버지를 부르는 모습이 역력하다.“하르바앙~, 하르바아~ㅇ.”아직도 어느 곳에서 할머니는 할아버지를 애타게 부르고 있는지도 모른다. 그리고 파도는 그 이름을 산산이 부숴뜨리고 있을 것이다.",제주특별자치도 서귀포시 서홍동 791,(+82) 064-760-3192,#일출 #해변 #경관/포토 #휴식/힐링 #맑음 #가을,126.5456639,33.24007687,서홍동,"['일출', '해변', '경관/포토', '휴식/힐링', '맑음', '가을']",6,no,no,no,no,no,no,no
천제연폭포,칠선녀가 목욕을 하다 간다는 전설이 있는 폭포 · 서귀포시 중문동 · 천연기념물 제378호 · 올레8코스,폐장시간은 일몰시간에 따라 변경될수 있음,"평일 : 09:00 ~ 18:00 , 주말 : 09:00 ~ 18:00",,,,,,,"공용주차장,현금결제,카드결제,화장실",,"현재 천제연폭포는 정부의 사회적 거리두기 방역조치 조정에 따라 이용인원을 제한하여, 하루 최대 1,501명까지로 입장을 제한하고 있습니다. 방문전에는 전화 등을 통해 이용방법을 미리 확인해주시고, 마스크 착용, 입장전 발열체크, 참석명부 작성 등 방역수침 지침도 준수해주시기 바랍니다.천제연 폭포는 한라산에서 시작된 중문천이 바다로 흐르면서 형성된 폭포로, 중문관광단지 내에 있다.천제연폭포는 3개의 폭포로 나뉘어 지는데, 주상절리 절벽에서 천제연(못)으로 떨어지는 것이 제1폭포, 천제연의 물이 더 아래로 흐르면서 형성된 제2,3폭포가 있다.제1폭포는 높이22m, 천제연 수심21m로 건기에는 폭포수가 떨어지지 않지만 주상절리형의 암벽과 에매랄드 빛의 연못이 굉장히 아름다워 내외국인을 불문하고 카메라를 꺼내들지 않는이가 없다. 1폭포 근처에 있는 암석동굴 천정에는 이가 시리도로 차가운 물이 쏟아져 백중, 처서에 이물을 맞으면 모든 병이 사라진다는 설이 있었으나 지금은 수영이 금지되어 진입할 수 없다. 제2폭포에서는 푸른 상록수 사이로 수묵화를 그리듯 떨어지는 폭포를, 3단에서는 절벽에서 시원하게 쏟아지는 폭포를 볼 수 있다. 2단과 3단 폭포 사이에는 선임교라는 아치형의 다리가 있는데, 옥황상제를 모시던 칠선녀가 옥피리를 불며 내려와 노닐다 올라갔다고 하는 전설이 있어 칠선녀다리로도 불린다. 천제연(天帝淵)이라는 이름도 칠선녀가 모시던 '하나님'의 몫에서 유래됬다는 설이다.칠선녀 다리에는 양쪽에 칠선녀조각상이 있으며, 야간에는 석등을 비춰 아름답고 신비로운 느낌을 준다.천제루'라 불리는 누각도 주변 경관을 한층 돋보이게 한다.폭포 양쪽으로는 천연기념물 제378호로 지정된 난대림이 형성되어 있는데, 국내에서는 보기 드문 송엽란(松葉蘭) ·담팔수(膽八樹) 등이 자생하며, 여러 가지 상록수와 덩굴식물 ·관목류가 무성하게 어우러져있다. 특히 이 계곡의 담팔수는 지방기념물 제14호로 지정되어 있다.천제연에는 인근마을에 선한 영향력을 끼친 한 청년에 대한 전설이 전해내려온다.중문에 사는 농부는 결혼을 한 지 십여년이 지나도 자식이 없어 무척 걱정을 하였다.그래서 부부는 천제연에 밤이면 밤마다 찾아와서 깨끗한 물에 목욕하고 정성을 다하여 기도를 드렸다.두어 달 후에 부인에게 태기가 있어 부부는 하늘에 감사하면서 기뻐하였다.열달 후에 옥동자를 낳았는데, 재주가 비상하고 행실이 얌전하며 부모에 대한 효성도 지극하였다.그런데 불행히도 그 아들이 17세가 되던 해에 아버지가 세상을 떠나고 스무 두살이 되던해에 과거에 응시하였으나 낙방하였다.그는 낙심하지 않고 글읽기를 계속하였으나, 그에게 불행이 따라 어머니가 이상한 병으로 실명을 하고 말았다.그는 글공부를 그만두고 천제연으로 가서 3년동안 계속 기도를 하였다.어느날 하늘에서, """"네 정성이 하도 갸륵하여 내가 네 어미의 병을 낫게 하겠노라.이로써 모든 사람들의 네 효심을 본받아 세상의 풍습을 아름답게 이루기를 바라노라.이는 네가 과거를 보고 벼슬을 하여 백성들을 다스리는 일보다 더욱 소중한 일이니라.""""하는 것이었다.집에 돌아와보니 어머니가 자리에서 일어나 부엌에서 아침을 준비하고 있었다.아들은 아까 천제연에서 들었던 모든 이야기를 어머님께 말씀 드렸다.청년은 과거를 보려던 글공부를 그만두고 몸소 착한 일을 찾아 하면서 살기 시작하였다.그래서 마을 사람들은 누구나 그를 따르게 되었고, 마을에는 차차 아름다운 미풍양속이 곁들여지게 되었다. ",제주특별자치도 서귀포시 천제연로 132(중문동),(+82) 064-760-6331,#폭포 #경관/포토 #커플 #아이 #맑음 #여름,126.4183742,33.2526755,천제연로,"['폭포', '경관/포토', '커플', '아이', '맑음', '여름']",6,no,no,no,no,no,no,no
방주교회,건축가 이타미 준이 설계한 노아의 방주를 본 따 만든 성전 건축물,외부 개방시간 9:00~18:00,"평일 : 09:00 ~ 18:00 , 주말 : 09:00 ~ 18:00",,,,,,,"공용주차장,유도 및 안내시설,경보 및 피난시설",,"세계적인 건축가 이타미 준이 노아의 방주를 모티브로 설계한 교회건축물로, 아름다운 건축물로 유명하다.인공 수조를 조성해 건물이 물위에 떠있는 듯한 느낌을 주며, 그 모습이 푸른 잔디밭, 파란 하늘과 잘 어울려 건축물과 자연의 조화로움을 뽐낸다.사진촬영 명소로 알려져 많은 사람들이 찾고 있지만, 종교적인 장소인 만큼 주의가 필요하다.  ",제주특별자치도 서귀포시 안덕면 산록남로762번길 113,(+82) 064-794-0611,#부모 #커플 #친구 #아이 #맑음 #사계절,126.38778789999999,33.30512472,안덕면,"['부모', '아이', '맑음', '사계절', '함께']",5,no,no,no,no,no,no,no
가파도,돌담과 바다가 어우러지면서 아름다운 풍경을 자아내는 가파도 청보리,,,,,,,,,,,"제주도 부속섬 중 4번째로 큰 섬 가파도는 위에서 내려다보면, 바다를 헤엄쳐 가는 가오리 모양을 하고 있다.이름은 가오리(가파리)를 닮아 가파도가 되었다는 설과, 덮개 모양을 닮아 '개도(蓋島)'로 부르던 것이 가파도라 굳어졌다는 설 등이 있다.상동과 하동으로 나뉘어진 자그만한 섬에는 93세대 177명 정도가 거주하고 있다.포구 근처에 자전거를 대여하는 곳도 있지만, 오르막길이 없고, 1-2시간이면 다 걸을 수 있어 도보로 둘러보는데 부담이 없다.1751년(영조27)에 제주목사 정연유가 소 방목을 허가하면서 사람이 들어와 살았다고 전해지는데, 많은 섬의 역사가 약탈이나 공도정책 등으로 인해 끊기고 이어지듯이 가파도도 그런 역사를 가지고 있다. 선사시대 유적인 고인돌이 많이 남아있는것을 보아서, 가파도에 실제로 사람이 살기 시작한 것은 신석기시대까지 거슬러 올라간다. 제주도에 있는 180여기의 고인돌 중 135기가 가파도에 남아있다.조선시대, 본섬과의 뱃길이 활발하지 않은 시절에 가파도 주민들은 봉화를 피워 본섬의 모슬포와 신호를 주고 받았다.물과 식량이 부족하면 봉화 하나, 물과 식량이 다 떨어지고 위급환자가 발생하면 봉화 두개, 사람이 죽거나 죽을 위험에 처하면 셋을 올렸고, 모슬포에서는 이를 보고 필요한 배와 물자를 가파도에 보냈다고 한다.전에는 최남단 섬 마라도에 밀려 관광지로는 상대적으로 오지에 속하는 섬이었으나, 청보리 관광과 올레길이 조성되면서 하루에도 정기적으로 3-4회의 여객선이 왕복운항하는 섬이 되었다. 가파도는 상동(윗마을)과 하동(아랫마을)으로 나뉘는데, 전에는 유일한 항구였던 하동의 파포구를 중심으로 마을이 번성하였지만, 지금은 상동포구 근처에도 주민들이 많이 거주하고 있다.올레길은 해안가를 따라서 가파도의 둘레를 걷거나, 중심을 가로질러 마을과 청보리 밭을 보는 코스가 있다.가파도 하면 빼놓을수 없는 것이 ‘청보리’이다. 바닷일에 바빠 농사일에 신경쓸 새가 없었던 주민들은 씨만 뿌려 놓으면 잘 자라는 보리농사를 지어 밭을 놀렸다.가파도의 보리는 재배종으로 키가 1m를 훌쩍넘는다. 바람이 조금만 불어도 파도 너울같은 보리물결이 넘실댄다.일손이 없어 심어놨던 가파도의 보리는, 돌담과 바다가 어우러지면서 아름다운 풍경을 자아내면서 지금은 유명한 관광자원이 되었다.매년 4월 초-5월 초에 가파도 청보리 축제가 열리는데, 청보리 밭 걷기, 올레길 보물찾기, 야외 공연 등 다양한 행사가 열린다. ",제주특별자치도 서귀포시 대정읍 가파리,(+82) 064-794-7130,#섬속의섬 #경관/포토 #휴식/힐링 #친구 #커플 #맑음 #봄,126.27129369999999,33.16973194,대정읍,"['섬속의섬', '경관/포토', '휴식/힐링', '맑음', '봄', '함께']",6,no,no,no,no,no,no,no
이호테우말등대,"이호테우해변의 랜드마크, 말등대",,,,,,,,,,,"제주의 조랑말을 형상화해서 만든 등대로, 빨간말과 하얀말이 두마리가 각각 이호항의 안쪽 방파제와 바깥 방파제에 한마리씩 자리를 잡고 있다.이 등대는 푸른 바다 배경과 잘 어울려 많은 사람들이 제주의 풍경과 추억사진을 찍기 좋은 곳으로 즐겨찾고 있다.꽤나 먼곳에서도 보이는 이 두 말 등대는 이호태우해변의 랜드마크로 자리잡았다.  ",제주특별자치도 제주시 서해안로 58,(+82) --,#등대 #일몰 #경관/포토 #커플 #맑음 #가을,126.4564169,33.50216161,서해안로,"['등대', '일몰', '경관/포토', '커플', '맑음', '가을']",6,no,no,no,no,no,no,no
